"id","title","runtime","release_date","genres","vote_average","vote_count","budget","revenue"
109491,Beautiful Creatures,124,"2013-02-13","['Fantasy', 'Drama', 'Romance']",6.0,2677,60000000,60052138
10718,Torque,84,"2004-01-16",['Action'],5.2,488,40000000,46546197
9059,Tales from the Crypt: Demon Knight,92,"1995-01-13","['Horror', 'Comedy', 'Thriller']",6.8,408,13000000,21089146
12233,Oliver & Company,77,"1988-11-18","['Animation', 'Comedy', 'Family']",6.7,1400,31000000,74151346
9268,Eraser,115,"1996-06-21","['Action', 'Drama', 'Mystery', 'Thriller']",6.0,1595,100000000,242295562
15139,The Pagemaster,75,"1994-11-23","['Family', 'Fantasy', 'Science Fiction', 'Animation']",6.4,665,27000000,13670688
381719,Peter Rabbit,93,"2018-02-07","['Animation', 'Adventure', 'Family']",6.7,1578,50000000,351266433
4806,Runaway Bride,116,"1999-07-30","['Comedy', 'Romance']",6.1,1769,70000000,309457509
18126,Hannah Montana: The Movie,102,"2009-04-10","['Comedy', 'Drama', 'Family', 'Music', 'Romance']",6.6,1873,35000000,155545279
277834,Moana,107,"2016-10-13","['Adventure', 'Comedy', 'Family', 'Animation']",7.6,11246,150000000,690860472
37958,Immortals,110,"2011-11-10","['Fantasy', 'Action', 'Drama']",6.0,2319,75000000,226904017
9315,Flightplan,98,"2005-09-22","['Thriller', 'Drama', 'Mystery']",6.4,2302,55000000,223387299
29427,The Crazies,101,"2010-02-26","['Mystery', 'Horror', 'Action']",6.2,1809,20000000,54956140
54318,The Water Horse,112,"2007-12-25","['Family', 'Adventure', 'Fantasy']",6.5,931,40000000,103071443
15613,Fire in the Sky,109,"1993-03-12","['Science Fiction', 'Drama', 'Mystery']",6.6,489,15000000,19885552
399174,Isle of Dogs,101,"2018-03-23","['Adventure', 'Comedy', 'Animation']",7.9,4295,62770198,64337744
421,The Life Aquatic with Steve Zissou,119,"2004-12-10","['Adventure', 'Comedy', 'Drama']",7.1,2531,50000000,34808403
34672,Chestnut: Hero of Central Park,87,"2004-10-21","['Family', 'Comedy']",7.2,181,6,10
28597,Problem Child 2,90,"1991-07-03","['Comedy', 'Family']",5.8,530,15000000,32704700
1597,Meet the Parents,108,"2000-10-06","['Comedy', 'Romance']",6.7,5388,55000000,330444045
82682,Gangster Squad,113,"2013-01-10","['Crime', 'Drama', 'Action', 'Thriller']",6.4,3737,60000000,105200903
505600,Booksmart,102,"2019-05-24",['Comedy'],7.0,2317,6000000,24849029
12106,The Quick and the Dead,107,"1995-02-09","['Western', 'Action', 'Thriller']",6.5,1494,35000000,47000000
11850,Invasion of the Body Snatchers,116,"1978-12-20","['Horror', 'Science Fiction']",7.2,886,3500000,24946533
396806,Anon,100,"2018-05-03",['Science Fiction'],5.9,1401,20000000,1197741
791,The Fog,100,"2005-10-14","['Horror', 'Thriller']",4.5,632,18000000,46201432
38050,The Adjustment Bureau,106,"2011-03-03","['Science Fiction', 'Thriller', 'Romance']",6.7,4084,50200000,127869379
1492,"1492: Conquest of Paradise",154,"1992-10-09","['Action', 'Adventure', 'Drama', 'History']",6.2,720,47000000,7191399
1633,Fried Green Tomatoes,130,"1991-12-27","['Drama', 'Comedy']",7.7,1167,11000000,119418501
517093,Balkan Line,130,"2019-03-21","['Drama', 'Action', 'War']",7.6,271,3500000,4944386
76649,Pompeii,105,"2014-02-18","['Action', 'Adventure', 'History', 'Romance', 'Drama']",5.5,3004,100000000,117831631
516632,The Empty Man,137,"2020-10-22","['Horror', 'Mystery', 'Thriller']",6.2,602,16000000,4796993
555974,Brahms: The Boy II,86,"2020-02-20","['Horror', 'Mystery', 'Thriller']",6.0,1113,10000000,20311536
6075,Carlito's Way,144,"1993-11-10","['Crime', 'Thriller', 'Drama', 'Romance']",7.8,2787,30000000,63848322
9604,Red Heat,104,"1988-06-17","['Action', 'Crime']",6.2,1262,29000000,34994648
446021,Bad Times at the El Royale,141,"2018-10-04","['Thriller', 'Drama', 'Mystery', 'Crime']",6.8,3195,32000000,31882724
8741,The Thin Red Line,171,"1998-12-25","['Drama', 'History', 'War']",7.4,2628,52000000,98126565
9612,Coneheads,87,"1993-07-23","['Comedy', 'Science Fiction', 'Family']",5.3,801,33000000,21274717
13597,Labyrinth,102,"1986-06-27","['Adventure', 'Family', 'Fantasy']",7.3,2110,25000000,12729917
335778,Risen,107,"2016-02-18","['Action', 'History', 'Adventure', 'Drama']",6.2,744,20000000,46069568
14844,Chasing Liberty,111,"2004-01-09","['Comedy', 'Romance']",6.2,560,23000000,12195626
21407,The Collector,88,"2009-07-09","['Horror', 'Thriller']",6.6,1283,3400000,114000000
1907,The Beach,119,"2000-02-03","['Drama', 'Adventure', 'Romance', 'Thriller']",6.5,3944,40000000,144056873
7457,Alpha Dog,122,"2006-01-27","['Crime', 'Drama', 'Thriller']",6.6,1226,9500000,32400000
116,Match Point,124,"2005-10-26","['Drama', 'Thriller', 'Crime', 'Romance']",7.4,3700,15000000,85306374
7299,Equilibrium,107,"2002-12-06","['Action', 'Science Fiction', 'Thriller']",7.0,4043,20000000,5359645
211954,Instructions Not Included,122,"2013-07-20","['Comedy', 'Drama']",7.7,789,5500000,99067206
507076,Climax,97,"2018-09-19","['Horror', 'Music']",7.1,1805,2940457,1088907
10060,Get Rich or Die Tryin',117,"2005-11-09","['Drama', 'Crime', 'Music']",6.8,785,40000000,46442528
2355,Reign Over Me,124,"2007-03-22",['Drama'],7.2,937,20000000,22222308
10073,Date Movie,83,"2006-02-17","['Comedy', 'Romance']",4.2,865,20000000,48548426
39691,Cats & Dogs: The Revenge of Kitty Galore,82,"2010-07-28","['Family', 'Adventure', 'Comedy', 'Fantasy', 'Action', 'Animation']",5.2,565,85000000,112483764
50359,Hop,95,"2011-03-30","['Animation', 'Comedy', 'Family']",5.7,1092,63000000,183953723
8271,Disturbia,105,"2007-04-12","['Thriller', 'Drama', 'Mystery']",6.7,3171,20000000,117760134
339988,The Circle,110,"2017-04-27","['Drama', 'Thriller', 'Science Fiction']",5.5,4118,18000000,40651864
925,Do the Right Thing,120,"1989-06-14",['Drama'],7.8,1508,6500000,37300000
556984,The Trial of the Chicago 7,130,"2020-09-25","['Drama', 'History']",7.7,2689,35000000,107423
140870,Minuscule: Valley of the Lost Ants,89,"2013-11-17","['Animation', 'Adventure', 'Family']",6.9,394,19700000,30000000
396461,Under the Silver Lake,139,"2018-06-21","['Crime', 'Drama', 'Mystery']",6.4,1155,8500000,2053469
10024,My Sister's Keeper,109,"2009-06-26",['Drama'],7.4,1902,30000000,95714875
16620,La Bamba,108,"1987-07-24","['Drama', 'Music']",7.2,612,6500000,54215416
1523,The Last King of Scotland,123,"2006-01-12",['Drama'],7.4,1848,6000000,48618191
2453,Harley Davidson and the Marlboro Man,98,"1991-08-23","['Action', 'Thriller']",6.4,345,23000000,7434726
2124,Color of Night,121,"1994-08-19","['Romance', 'Thriller', 'Mystery']",5.8,500,40000000,19726050
11618,The Haunting,113,"1999-07-23","['Horror', 'Thriller', 'Fantasy', 'Mystery']",5.4,1213,80000000,91188905
39264,Godzilla vs. Megalon,82,"1973-03-17","['Action', 'Science Fiction']",6.1,158,760000,980000
10851,Revolver,111,"2005-09-11","['Drama', 'Thriller', 'Crime', 'Mystery']",6.4,1191,27000000,7164778
498248,Mia and the White Lion,98,"2018-08-02","['Adventure', 'Family', 'Drama']",7.3,789,9600000,35487190
272693,The DUFF,100,"2015-02-20","['Romance', 'Comedy']",6.8,4166,8500000,43528634
1272,Sunshine,107,"2007-04-05","['Drama', 'Science Fiction', 'Thriller']",7.0,3291,50000000,34806812
38167,Eat Pray Love,133,"2010-08-12","['Drama', 'Romance']",6.2,2195,60000000,204594016
1700,Misery,107,"1990-11-30","['Drama', 'Thriller']",7.8,4052,20000000,61276872
635891,Clerks III,100,"2022-09-04",['Comedy'],6.1,153,7000000,4717597
280996,Mr. Holmes,104,"2015-06-19","['Drama', 'Crime']",6.5,1715,11000000,29355203
68722,The Master,137,"2012-09-07",['Drama'],7.2,2645,32000000,28258060
10796,The One,87,"2001-11-02","['Action', 'Science Fiction', 'Thriller']",6.1,1379,49000000,72689126
11133,Poltergeist II: The Other Side,91,"1986-05-23","['Horror', 'Thriller']",6.0,567,19000000,40996665
8051,Punch-Drunk Love,96,"2002-10-25","['Drama', 'Comedy', 'Thriller', 'Romance']",7.1,2007,25000000,24665649
1712,Giant,201,"1956-11-08","['Drama', 'Western']",7.6,591,5400000,32855818
793,Blue Velvet,120,"1986-01-01","['Drama', 'Crime', 'Mystery', 'Thriller']",7.6,2882,6000000,8618766
10398,Double Jeopardy,105,"1999-09-24","['Thriller', 'Crime', 'Mystery', 'Drama']",6.5,1117,70000000,177841558
32856,Valentine's Day,125,"2010-02-10","['Comedy', 'Romance']",5.9,2836,52000000,216485654
175574,Free Birds,91,"2013-10-30","['Animation', 'Comedy', 'Family']",5.9,694,55000000,110000000
2044,The Lake House,99,"2006-06-16","['Drama', 'Mystery', 'Romance']",7.0,2451,40000000,114830111
535,Flashdance,95,"1983-04-14","['Drama', 'Romance']",6.5,1272,7000000,201500000
188207,The Legend of Hercules,99,"2014-01-10","['Action', 'Adventure']",4.8,1205,70000000,61279452
22189,Havana,144,"1990-12-11","['Drama', 'Romance']",5.8,127,40000000,9243140
8321,In Bruges,108,"2008-02-08","['Comedy', 'Drama', 'Crime']",7.5,4527,15000000,34533783
8859,"Dude, Where's My Car?",83,"2000-12-15","['Comedy', 'Science Fiction']",5.5,1653,13000000,73180723
182560,Dark Places,113,"2015-04-08","['Thriller', 'Mystery', 'Drama', 'Crime']",5.9,1161,20000000,5090852
288,High Noon,85,"1952-06-09","['Western', 'Drama']",7.7,1239,730000,8000000
7520,Cocktail,104,"1988-07-29","['Romance', 'Drama', 'Comedy']",6.1,1254,20000000,171504781
480881,Let There Be Light,100,"2017-10-27",['Drama'],6.1,56,3000000,7240000
336000,The Glass Castle,127,"2017-08-11",['Drama'],7.2,717,9000000,22088533
2100,The Last Castle,131,"2001-10-19","['Action', 'Drama', 'Thriller']",7.1,1089,72000000,27642707
14854,Lone Wolf McQuade,107,"1983-04-15","['Action', 'Crime']",6.6,293,5000000,12232628
295964,Burnt,100,"2015-10-02",['Drama'],6.5,3061,20000000,36606743
404733,Overdrive,93,"2017-06-16","['Thriller', 'Action', 'Mystery']",6.1,848,28210303,7793
321741,Concussion,123,"2015-11-12","['Drama', 'History']",7.1,2348,35000000,50363790
301365,The Neon Demon,118,"2016-06-08","['Thriller', 'Horror']",6.5,3462,7000000,3377430
6620,Sabrina,113,"1954-09-10","['Comedy', 'Drama', 'Romance']",7.5,1096,2239000,10000000
4964,Knocked Up,129,"2007-06-01","['Comedy', 'Romance', 'Drama']",6.3,3579,30000000,219922417
525,The Blues Brothers,133,"1980-06-16","['Music', 'Comedy', 'Action', 'Crime']",7.7,3727,27000000,115229890
24126,Warlock: The Armageddon,98,"1993-05-01","['Fantasy', 'Horror', 'Science Fiction', 'Action']",5.3,128,3000000,3902679
14813,Mickey's Christmas Carol,25,"1983-10-19","['Family', 'Animation']",7.7,783,3000000,21000000
1640,Crash,112,"2005-05-06",['Drama'],7.2,3111,6500000,98410061
14011,Justice League: The New Frontier,75,"2008-02-26","['Action', 'Adventure', 'Animation', 'Science Fiction', 'Family']",6.8,449,3500000,5231128
429300,Adrift,96,"2018-05-31","['Thriller', 'Romance', 'Adventure']",6.9,2405,35000000,59945012
11683,Land of the Dead,93,"2005-06-18","['Horror', 'Thriller', 'Science Fiction']",6.2,1379,15000000,47074133
10676,Halloween III: Season of the Witch,98,"1982-10-22","['Horror', 'Mystery', 'Science Fiction']",5.2,1178,2500000,14400000
30018,Mother,129,"2009-05-28","['Crime', 'Drama', 'Mystery', 'Thriller']",7.7,1246,5000000,17112713
627290,Antebellum,105,"2020-09-02",['Horror'],6.3,806,15000000,7060384
9489,You've Got Mail,119,"1998-12-17","['Comedy', 'Romance']",6.7,2902,65000000,250821495
316154,The Bad Batch,119,"2017-06-23","['Drama', 'Horror', 'Science Fiction']",5.2,956,6000000,180851
1934,Shakespeare in Love,123,"1998-12-11","['Romance', 'History', 'Comedy']",6.9,2765,25000000,289317794
2605,Short Circuit,98,"1986-05-09","['Comedy', 'Family', 'Science Fiction']",6.6,1295,10000000,40697761
20829,Funny People,152,"2009-07-30","['Comedy', 'Drama']",5.9,1140,75000000,71585235
400617,Phantom Thread,130,"2017-12-25","['Drama', 'Romance']",7.3,3141,35000000,47756590
2604,Born on the Fourth of July,145,"1989-12-20","['Drama', 'War']",7.0,1483,14000000,161001698
891,All the President's Men,138,"1976-01-18","['Drama', 'History', 'Mystery', 'Thriller']",7.7,1565,8500000,70600000
81836,To Rome with Love,111,"2012-04-20","['Romance', 'Comedy', 'Drama']",5.8,1870,17000000,73244881
6312,Brotherhood of the Wolf,143,"2001-01-31","['Adventure', 'Horror', 'Action', 'History']",6.7,1315,29000000,70752904
212778,Chef,114,"2014-05-08",['Comedy'],7.1,2930,11000000,45967935
9051,"10",122,"1979-10-05","['Comedy', 'Romance']",5.6,209,7000000,74865517
10649,The Enforcer,96,"1976-12-20","['Action', 'Crime', 'Thriller']",6.8,746,9000000,46236000
12212,Urban Legends: Final Cut,98,"2000-09-22","['Horror', 'Mystery', 'Thriller']",4.8,413,14000000,38574362
10481,"102 Dalmatians",100,"2000-11-21","['Family', 'Comedy']",5.5,1215,85000000,183611771
239678,This Is Where I Leave You,103,"2014-09-10","['Drama', 'Comedy']",6.6,1176,19800000,41296320
24253,The Girl Who Played with Fire,130,"2009-09-18","['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",7.0,1486,4422952,67126795
9682,Pulse,90,"2006-08-11","['Horror', 'Thriller']",5.0,449,38000000,29907685
48171,The Rite,114,"2011-01-28","['Drama', 'Thriller', 'Horror']",6.1,1893,37000000,96047633
10204,Around the World in 80 Days,120,"2004-06-16","['Action', 'Adventure', 'Comedy']",5.9,2230,110000000,72178895
392,Chocolat,121,"2000-12-22","['Comedy', 'Drama', 'Romance']",7.0,3008,25000000,152500343
301351,We Are Your Friends,96,"2015-08-26","['Drama', 'Music', 'Romance', 'Comedy']",6.7,2132,6000000,11122090
144336,Sabotage,110,"2014-03-28","['Action', 'Drama', 'Thriller', 'Crime']",5.6,1261,35000000,22126842
20178,World's Greatest Dad,99,"2009-08-20","['Comedy', 'Romance', 'Drama']",6.6,519,10000000,295750
9429,A Night at the Roxbury,81,"1998-10-01","['Comedy', 'Music', 'Romance']",6.6,781,17000000,30331165
11418,National Lampoon's European Vacation,95,"1985-07-25","['Adventure', 'Comedy', 'Romance']",6.2,733,17000000,49364621
87826,Here Comes the Boom,105,"2012-10-11","['Comedy', 'Action']",6.2,1300,42000000,73100000
2636,The Specialist,110,"1994-10-07","['Action', 'Thriller']",5.9,1123,45000000,170362582
25602,Ninja,83,"2009-10-22","['Action', 'Crime', 'Drama', 'Thriller']",5.9,283,10000000,194243
6950,Outbreak,127,"1995-03-10","['Action', 'Drama', 'Science Fiction', 'Thriller']",6.5,1995,50000000,189859560
68730,Silence,161,"2016-12-22","['Drama', 'History']",7.1,2768,46000000,23737523
82,Miami Vice,132,"2006-07-27","['Action', 'Crime', 'Thriller']",6.0,1540,135000000,163794509
26428,Agora,127,"2009-05-17","['Adventure', 'Drama', 'History']",7.0,1273,70000000,39041505
5820,The Sentinel,108,"2006-04-19","['Action', 'Thriller', 'Crime']",6.0,679,60000000,78810595
11259,Far and Away,140,"1992-05-22","['Adventure', 'Drama', 'Romance', 'Western']",6.7,1074,60000000,137783840
330483,The Choice,111,"2016-02-04","['Drama', 'Romance']",7.2,1747,10000000,18730891
2976,Hairspray,117,"2007-07-19","['Comedy', 'Romance', 'Drama']",6.7,2309,50000000,90450008
11974,The 'Burbs,102,"1989-02-17","['Comedy', 'Horror', 'Thriller']",6.7,1045,18000000,49101993
338,"Good Bye, Lenin!",121,"2003-02-13","['Comedy', 'Drama']",7.6,2153,4800000,79384880
9778,Serendipity,90,"2001-10-05","['Comedy', 'Romance', 'Drama']",6.9,1695,28000000,77516304
504562,Motherless Brooklyn,145,"2019-10-31","['Drama', 'Thriller']",6.7,1281,26000000,18377736
12144,The Land Before Time,69,"1988-11-18","['Family', 'Animation', 'Adventure']",7.1,2291,12500000,84460846
193610,The Other Woman,109,"2014-04-16","['Comedy', 'Romance']",6.4,3298,40000000,196781193
400650,Mary Poppins Returns,131,"2018-12-13","['Fantasy', 'Family', 'Comedy']",6.5,3044,130000000,348807090
525661,Bombshell,109,"2019-12-13",['Drama'],6.8,2686,32000000,61404394
10336,Spawn,96,"1997-07-31","['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",5.4,1175,40000000,87840042
768,From Hell,122,"2001-02-08","['Horror', 'Mystery', 'Thriller']",6.7,2514,35000000,74558115
488,The African Queen,105,"1952-01-07","['Adventure', 'Romance']",7.4,817,1000000,10750000
9890,The Stepford Wives,93,"2004-06-10","['Comedy', 'Science Fiction', 'Horror']",5.7,1170,90000000,102000000
783,Gandhi,191,"1982-11-30","['Drama', 'History']",7.5,2061,22000000,77737889
10438,Beethoven's 2nd,89,"1993-12-14","['Family', 'Comedy']",5.5,870,15000000,118243066
38745,Gulliver's Travels,85,"2010-12-23","['Family', 'Comedy', 'Adventure', 'Fantasy']",5.2,2158,112000000,237382724
46705,Blue Valentine,112,"2010-12-16","['Drama', 'Romance']",6.9,2890,1000000,15440333
10537,The Doors,140,"1991-03-01","['Music', 'Drama', 'History']",7.1,1223,38000000,34416893
4959,The International,118,"2009-02-03","['Action', 'Thriller', 'Drama', 'Crime']",6.2,1084,50000000,60161391
100241,"I, Frankenstein",92,"2014-01-22","['Horror', 'Thriller']",5.3,1707,65000000,76801179
18480,Brüno,83,"2009-07-08",['Comedy'],5.6,1507,42000000,138805831
10220,Rounders,121,"1998-09-11","['Drama', 'Crime']",7.0,1511,12000000,22921898
8872,Wayne's World,95,"1992-02-14","['Comedy', 'Music']",6.7,1965,20000000,183097323
8487,Wild Wild West,106,"1999-06-29","['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",5.3,3013,170000000,222104681
4722,Body Snatchers,87,"1993-06-09","['Horror', 'Science Fiction', 'Thriller']",6.1,333,13000000,428868
324542,Sleepless,95,"2017-01-12","['Action', 'Crime', 'Thriller']",5.9,1150,30000000,32540674
316023,Mike and Dave Need Wedding Dates,98,"2016-07-07",['Comedy'],6.1,2302,33000000,77068246
638,Lost Highway,134,"1997-01-15","['Drama', 'Thriller', 'Mystery']",7.6,2258,15000000,3756869
703,Annie Hall,93,"1977-04-19","['Comedy', 'Drama', 'Romance']",7.8,3474,4000000,38251425
1577,Resident Evil: Apocalypse,94,"2004-09-10","['Horror', 'Action', 'Science Fiction']",6.3,3850,45000000,129394835
57431,The Sitter,81,"2011-12-09",['Comedy'],5.6,833,25000000,34942188
11527,Excalibur,140,"1981-04-10","['Adventure', 'Fantasy']",7.0,850,11000000,34967437
10673,Wall Street,126,"1987-12-10","['Crime', 'Drama']",7.2,1792,15000000,43848069
397422,Rough Night,101,"2017-06-15","['Drama', 'Comedy']",5.7,1861,20000000,45056771
465086,The Grudge,93,"2020-01-01","['Horror', 'Mystery']",5.5,1061,10000000,42800000
49948,Fantasia 2000,74,"1999-12-31","['Animation', 'Family', 'Music']",7.0,1123,80000000,60655420
10907,The Adventures of Robin Hood,102,"1938-05-13","['Adventure', 'Romance', 'History']",7.5,634,2033000,3981000
130150,Labor Day,111,"2013-12-27",['Drama'],7.0,999,18000000,20275812
4553,The Machinist,101,"2004-02-09","['Thriller', 'Drama']",7.5,4933,5000000,8203235
531876,The Outpost,123,"2020-06-24","['War', 'Drama', 'History', 'Action']",6.9,891,18000000,2133452
17466,Death Warrant,89,"1990-09-14","['Action', 'Crime', 'Thriller']",6.2,467,4000000,16853487
72358,A Thousand Words,91,"2012-03-07","['Drama', 'Comedy']",6.1,1204,40000000,22044277
3116,Midnight Cowboy,113,"1969-05-25",['Drama'],7.5,1151,3600000,44785053
9396,Crocodile Dundee II,110,"1988-05-19","['Adventure', 'Comedy']",5.8,972,14000000,239606210
376659,Bad Moms,100,"2016-07-28",['Comedy'],6.5,3823,20000000,183936074
6439,Racing Stripes,102,"2005-01-06","['Comedy', 'Family']",5.9,544,30000000,90754475
858,Sleepless in Seattle,105,"1993-06-24","['Comedy', 'Drama', 'Romance']",6.7,2046,21000000,227799884
1588,Bring It On,98,"2000-08-25",['Comedy'],6.2,1518,28000000,90449929
9947,Elektra,97,"2005-01-13","['Action', 'Fantasy', 'Science Fiction']",5.0,2169,43000000,56681566
11442,Halloween: Resurrection,94,"2002-07-01","['Horror', 'Thriller']",4.6,1091,13000000,37664855
11368,Blood Simple,97,"1984-09-07","['Crime', 'Drama', 'Thriller']",7.3,1184,1500000,3851855
17917,Oliver!,153,"1968-09-26","['Drama', 'Family', 'Music']",7.0,360,10000000,37402877
10160,A Nightmare on Elm Street: The Dream Child,89,"1989-08-11","['Horror', 'Thriller']",5.4,1064,6000000,22168359
13498,Man of the House,100,"2005-02-25","['Comedy', 'Action']",5.7,414,40000000,21577624
632617,C'mon C'mon,109,"2021-11-19",['Drama'],7.3,521,8300000,4300000
376290,Miss Sloane,133,"2016-11-25","['Thriller', 'Drama']",7.5,1585,13000000,9101546
8665,K-19: The Widowmaker,138,"2002-07-19","['Drama', 'History', 'War', 'Thriller', 'Mystery']",6.5,854,100000000,35168966
31947,King Kong Lives,105,"1986-12-19","['Fantasy', 'Action', 'Adventure']",5.2,172,10000000,4711220
9100,The Craft,101,"1996-05-03","['Horror', 'Drama', 'Fantasy']",6.7,1618,15000000,24819936
16296,Killer Klowns from Outer Space,88,"1988-05-27","['Comedy', 'Horror', 'Science Fiction']",6.4,797,1800000,43625095
2291,Jacob's Ladder,113,"1990-11-02","['Drama', 'Mystery', 'Horror']",7.4,1391,25000000,26118851
515789,StarDog and TurboCat,88,"2019-12-06","['Animation', 'Comedy', 'Family']",7.2,81,2100000,585443
427900,Home Again,97,"2017-09-07","['Comedy', 'Drama', 'Romance']",6.1,1110,12000000,27020284
318781,Colonia,106,"2015-06-24","['Drama', 'History']",7.3,1779,14000000,3621046
702,A Streetcar Named Desire,125,"1951-09-18",['Drama'],7.7,1201,1800000,8000000
10906,Pet Sematary II,100,"1992-08-28",['Horror'],5.4,447,8000000,17092453
435577,The 12th Man,136,"2017-12-25","['War', 'Drama']",7.3,455,7806306,9567121
283587,Beasts of No Nation,137,"2015-09-11","['Drama', 'War']",7.6,1570,6000000,9077700
23759,Centurion,97,"2010-02-15","['Adventure', 'Action', 'Drama']",6.2,1240,12000000,6890432
1852,World Trade Center,129,"2006-08-09","['Drama', 'History', 'Thriller']",6.1,1488,65000000,163247198
10110,Empire of the Sun,153,"1987-12-09","['Drama', 'History', 'War']",7.5,1683,35000000,66700000
9040,Serpico,130,"1973-12-18","['Crime', 'History', 'Drama']",7.5,1664,3000000,29800000
98567,Chinese Zodiac,109,"2012-12-20","['Action', 'Adventure']",6.2,714,48000000,171339013
38579,Marmaduke,87,"2010-06-03","['Family', 'Comedy']",5.3,668,50000000,83761844
977506,The Crime Is Mine,102,"2023-03-08","['Comedy', 'Drama', 'Mystery']",6.6,136,13700000,9693463
9631,The Negotiator,140,"1998-07-29","['Action', 'Crime', 'Drama', 'Thriller']",7.1,1802,50000000,44547681
376660,The Edge of Seventeen,105,"2016-11-18","['Comedy', 'Drama']",7.2,3770,9000000,18803648
13483,Awake,84,"2007-11-28","['Thriller', 'Crime', 'Mystery']",6.5,1220,86000000,14373825
12609,Help! I'm a Fish,80,"2000-10-06","['Adventure', 'Animation', 'Comedy', 'Family']",6.6,354,18000000,5595327
514921,The Aeronauts,101,"2019-11-04","['Adventure', 'Drama', 'Romance']",6.8,962,40000000,3485251
209189,Life of Crime,94,"2013-09-14","['Comedy', 'Crime']",5.7,339,12000000,265452
9395,Above the Law,99,"1988-04-08","['Action', 'Thriller']",6.1,577,7500000,18869631
58431,Pride and Prejudice and Zombies,108,"2016-02-04","['Romance', 'Horror', 'Comedy', 'Thriller']",6.2,1994,28000000,16457494
10045,District B13,84,"2004-11-09","['Action', 'Thriller', 'Science Fiction']",6.8,1636,12000000,9584131
810389,The Visitor from the Future,102,"2022-09-07","['Science Fiction', 'Comedy', 'Adventure']",6.4,142,4500000,1946816
264419,Huevos: Little Rooster's Egg-Cellent Adventure,99,"2015-09-04","['Animation', 'Adventure', 'Comedy', 'Family']",7.0,194,5300000,26072723
2064,While You Were Sleeping,103,"1995-04-21","['Romance', 'Comedy']",7.0,1513,17000000,182057016
10589,After the Sunset,97,"2004-11-12","['Action', 'Comedy', 'Crime', 'Drama']",6.1,668,60000000,61347797
849,Krull,117,"1983-07-29","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",6.0,455,27000000,16519460
274167,Daddy's Home,96,"2015-12-25",['Comedy'],6.3,2885,50000000,242786137
10015,Heartbreak Ridge,130,"1986-12-05","['War', 'Action', 'Comedy', 'Drama']",6.9,885,15000000,42724017
1725,West Side Story,151,"1961-12-13","['Crime', 'Drama', 'Romance']",7.3,1658,6000000,43656822
10611,Barbershop,102,"2002-04-01","['Comedy', 'Drama']",6.4,400,12000000,77063924
24438,Did You Hear About the Morgans?,103,"2009-12-17","['Comedy', 'Drama', 'Romance']",5.3,870,58000000,85280250
2320,Executive Decision,133,"1996-03-15","['Action', 'Adventure', 'Drama', 'Thriller']",6.3,787,55000000,121969216
567690,Dear Evan Hansen,137,"2021-09-24",['Drama'],6.4,248,27500000,19200000
99770,Asterix & Obelix: God Save Britannia,110,"2012-10-17","['Family', 'Adventure', 'Comedy']",5.1,1152,61000000,61319383
7552,Fun with Dick and Jane,90,"2005-12-21",['Comedy'],6.2,2148,100000000,202026112
12184,The Other Boleyn Girl,115,"2008-02-28","['Drama', 'Romance', 'History']",6.6,1824,35000000,78269970
9576,Tootsie,116,"1982-12-17","['Comedy', 'Romance']",7.2,1548,21000000,177200000
9277,The Sting,129,"1973-12-25","['Comedy', 'Crime', 'Drama']",8.0,2256,5500000,159616327
11901,High Plains Drifter,105,"1973-04-19","['Western', 'Drama', 'Mystery']",7.4,979,5500000,15700000
455980,Tag,100,"2018-05-30","['Comedy', 'Action']",6.7,2791,28000000,75100000
10017,The Wraith,93,"1986-11-21","['Action', 'Science Fiction']",6.4,370,2700000,3500000
8461,Funny Games,111,"2008-03-14","['Drama', 'Thriller', 'Horror']",6.6,1814,15000000,7938872
11228,Daylight,115,"1996-12-06","['Action', 'Adventure', 'Thriller']",6.1,1353,80000000,159212469
23048,Hot Tub Time Machine,101,"2010-03-26","['Science Fiction', 'Comedy', 'Adventure']",6.0,2195,36000000,64780213
487558,BlacKkKlansman,135,"2018-08-09","['Comedy', 'Crime', 'Drama', 'History']",7.5,6903,15000000,93400823
1738,Next,96,"2007-04-25","['Action', 'Science Fiction', 'Thriller']",6.0,2631,70000000,76066841
11113,My Fair Lady,170,"1964-10-21","['Romance', 'Drama', 'Music', 'Comedy']",7.5,1132,17000000,72661442
552178,Dark Waters,127,"2019-11-22","['Drama', 'Thriller']",7.5,1808,20000000,13601384
11507,Body Double,114,"1984-10-25","['Crime', 'Mystery', 'Thriller']",6.8,646,10000000,8801940
9584,Convoy,110,"1978-06-27","['Action', 'Comedy']",6.3,303,12000000,45000000
440597,Wish Upon,90,"2017-07-07","['Horror', 'Thriller', 'Fantasy']",5.6,1185,12000000,14301505
1381,The Fountain,96,"2006-11-22","['Drama', 'Adventure', 'Science Fiction', 'Romance']",6.9,2449,35000000,15304890
23988,Stan Helsing,90,"2009-10-27",['Comedy'],4.2,410,365000,1400000
11087,The Hand that Rocks the Cradle,110,"1992-01-10","['Drama', 'Thriller']",6.9,782,11700000,88036683
